小区名,成交时间,成交价格,成交单价,挂牌价格（万）,成交周期（天）,调价（次）,带看（次）,关注（人）,浏览（次）,房屋户型,所在楼层,总共层数,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建成年代,装修情况,建筑结构,供暖方式,梯户比例,产权年限,配备电梯,链家编号,交易权属,挂牌时间,房屋用途,房屋年限,房权所属,成交价格（历史1）,成交单价（历史1）,成交时间（历史1）,成交价格（历史2）,成交单价（历史2）,成交时间（历史2）,成交价格（历史3）,成交单价（历史3）,成交时间（历史3）,成交价格（历史4）,成交单价（历史4）,成交时间（历史4）,成交价格（历史5）,成交单价（历史5）,成交时间（历史5）,成交价格（历史6）,成交单价（历史6）,成交时间（历史6）
建国街一里,2017.08.21 ,255万,49020,275,85,4,52,306,12252,2室1厅1厨1卫,顶层,6,52.02,暂无数据,暂无数据,板楼,东南,1991,毛坯,混合结构,集中供暖,一梯五户,70年,暂无数据,101101634648,私产,2017-05-28,普通住宅,满五年,非共有,255,49020,2017-08-21
玺萌鹏苑,2017.08.21 ,235万,69920,260,3,0,0,12,222,1室0厅1厨1卫,低楼层,24,33.61,平层,27.91,塔楼,北,2002,简装,钢混结构,集中供暖,三梯十三户,70年,有,101101969640,私产,2017-08-19,普通住宅,满五年,非共有,235,69920,2017-08-21
南珠苑,2017.08.21 ,320万,55059,330,147,7,53,132,6483,1室1厅1厨1卫,高楼层,18,58.12,暂无数据,49.61,塔楼,南,1998,简装,钢混结构,集中供暖,两梯十户,70年,有,101101400856,已购公房,2017-03-28,普通住宅,满五年,非共有,320,55059,2017-08-21
兆丰园,2017.08.21 ,333万,49539,338,190,12,141,133,14302,1室1厅1厨1卫,低楼层,20,67.22,平层,54.31,塔楼,西南,2000,简装,钢混结构,集中供暖,两梯八户,70年,有,101101163663,商品房,2017-02-13,普通住宅,满五年,非共有,333,49539,2017-08-21
远洋自然,2017.08.21 ,435万,67213,485,111,3,20,15,1475,1室1厅1厨1卫,低楼层,18,64.72,平层,49.51,板塔结合,东,2007,精装,钢混结构,集中供暖,两梯五户,70年,有,101101540457,商品房,2017-05-03,普通住宅,满五年,非共有,435,67213,2017-08-21
东大街西里,2017.08.21 ,320万,65147,332,68,2,23,51,2979,2室1厅1厨1卫,底层,6,49.12,暂无数据,36.85,板楼,南 北,1990,简装,混合结构,集中供暖,一梯两户,70年,无,101101699694,已购公房,2017-06-14,普通住宅,满五年,非共有,320,65147,2017-08-21
玉林东里二区,2017.08.21 ,348万,64445,365,14,0,3,0,暂无数据,2室1厅1厨1卫,低楼层,6,54,暂无数据,暂无数据,板楼,南 北,1990,简装,混合结构,集中供暖,一梯三户,70年,无,101101919867,已购公房,2017-08-07,普通住宅,暂无数据,非共有,348,64445,2017-08-21
建欣苑四里,2017.08.21 ,330万,55791,355,128,2,29,116,6265,1室1厅1厨1卫,底层,6,59.15,暂无数据,50.67,板楼,南 北,2000,简装,混合结构,集中供暖,一梯三户,70年,无,101101480004,商品房,2017-04-16,普通住宅,满五年,非共有,330,55791,2017-08-21
银海星月,2017.08.21 ,350万,52030,369,61,3,55,35,3253,1室1厅1厨1卫,中楼层,6,67.27,暂无数据,59.91,板楼,南 北,2004,简装,混合结构,集中供暖,一梯两户,70年,无,101101724168,私产,2017-06-21,普通住宅,满五年,非共有,350,52030,2017-08-21
宋家庄家园,2017.08.21 ,293万,58355,280,20,1,3,92,4802,1室1厅1厨1卫,低楼层,29,50.21,暂无数据,42.12,暂无数据,南,2010,简装,钢混结构,自供暖,三梯十二户,70年,有,101101895197,一类经济适用房,2017-08-02,普通住宅,满五年,非共有,293,58355,2017-08-21
东滨河路2号院,2017.08.21 ,394万,64086,430,58,1,17,0,暂无数据,1室1厅1厨1卫,高楼层,13,61.48,暂无数据,暂无数据,板塔结合,南 北,1999,精装,钢混结构,集中供暖,一梯两户,70年,有,101101734239,已购公房,2017-06-24,普通住宅,满五年,非共有,394,64086,2017-08-21
天鸿美域,2017.08.21 ,1390万,66770,1500,82,0,53,2,119,5室3厅1厨3卫,底层,6,208.18,暂无数据,200.22,板楼,南 北,2006,精装,钢混结构,自供暖,一梯两户,70年,有,101101643581,商品房,2017-05-31,普通住宅,满五年,共有,1390,66770,2017-08-21
