小区名,成交时间,成交价格,成交单价,挂牌价格（万）,成交周期（天）,调价（次）,带看（次）,关注（人）,浏览（次）,房屋户型,所在楼层,总共层数,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建成年代,装修情况,建筑结构,供暖方式,梯户比例,产权年限,配备电梯,链家编号,交易权属,挂牌时间,房屋用途,房屋年限,房权所属,成交价格（历史1）,成交单价（历史1）,成交时间（历史1）,成交价格（历史2）,成交单价（历史2）,成交时间（历史2）,成交价格（历史3）,成交单价（历史3）,成交时间（历史3）,成交价格（历史4）,成交单价（历史4）,成交时间（历史4）,成交价格（历史5）,成交单价（历史5）,成交时间（历史5）,成交价格（历史6）,成交单价（历史6）,成交时间（历史6）,行政区
金隅美和园,2017.08.01 ,560万,66755,598,151,1,203,330,26754,2室1厅1厨1卫,中楼层,9,83.89,平层,72,板楼,南 北,2008,精装,钢混结构,集中供暖,一梯三户,70年,有,101101270966,限价商品房,2017-03-03,普通住宅,满五年,非共有,560,66755,2017-08-01,,,,,,,,,,,,,,,,海淀
万泉庄1号院,2017.08.01 ,750万,92593,880,201,3,59,49,5157,3室1厅1厨1卫,低楼层,6,81,平层,暂无数据,板楼,南 北,1983,简装,砖混结构,集中供暖,一梯三户,70年,无,101101069225,已购公房,2017-01-12,普通住宅,满五年,非共有,750,92593,2017-08-01,,,,,,,,,,,,,,,,海淀
颐源居三期,2017.07.31 ,1800万,116242,1800,20,1,0,0,暂无数据,3室1厅1厨2卫,中楼层,16,154.85,平层,暂无数据,板塔结合,南 北,2003,精装,钢混结构,集中供暖,一梯两户,70年,有,101101807543,商品房,2017-07-12,普通住宅,暂无数据,非共有,1800,116242,2017-07-31,,,,,,,,,,,,,,,,海淀
中海馥园,2017.07.31 ,915万,97497,938.5,52,0,74,55,4819,2室1厅1厨1卫,低楼层,22,93.85,暂无数据,75.01,板塔结合,西北,2003,简装,钢混结构,集中供暖,两梯五户,70年,有,101101683632,商品房,2017-06-10,普通住宅,满五年,非共有,915,97497,2017-07-31,,,,,,,,,,,,,,,,海淀
万寿路1号院,2017.07.31 ,328万,88173,370,12,0,21,82,1892,1室1厅1厨1卫,中楼层,5,37.2,平层,30,板楼,南,1988,精装,混合结构,集中供暖,一梯三户,70年,无,101101836776,商品房,2017-07-20,普通住宅,满五年,非共有,328,88173,2017-07-31,,,,,,,,,,,,,,,,海淀
展春园,2017.07.31 ,487万,80231,508,142,3,87,251,13872,2室1厅1厨1卫,高楼层,6,60.7,暂无数据,暂无数据,板楼,南 北,1987,精装,混合结构,集中供暖,一梯三户,70年,无,101101322818,商品房,2017-03-12,普通住宅,满两年,非共有,487,80231,2017-07-31,,,,,,,,,,,,,,,,海淀
民族大学南路19号院,2017.07.31 ,930万,86351,950,28,2,68,70,4712,3室1厅1厨1卫,低楼层,15,107.7,平层,100,板塔结合,南 北,1993,简装,钢混结构,集中供暖,两梯六户,70年,有,101101774395,央产房,2017-07-04,普通住宅,暂无数据,共有,930,86351,2017-07-31,,,,,,,,,,,,,,,,海淀
富力桃园C区,2017.07.31 ,535万,60113,550,9,0,0,0,暂无数据,2室1厅1厨1卫,低楼层,18,89,平层,暂无数据,板塔结合,西 北,2009,其他,钢混结构,集中供暖,两梯四户,70年,有,101101849168,商品房,2017-07-22,普通住宅,暂无数据,暂无数据,535,60113,2017-07-31,,,,,,,,,,,,,,,,海淀
博雅西园,2017.07.31 ,1430万,94790,1450,56,3,0,0,26,3室2厅1厨2卫,高楼层,7,150.86,暂无数据,136.01,板楼,南 北,2004,精装,钢混结构,集中供暖,一梯两户,70年,有,101101669709,私产,2017-06-06,普通住宅,满五年,非共有,1430,94790,2017-07-31,,,,,,,,,,,,,,,,海淀
三虎桥南路25号院,2017.07.31 ,655万,91737,685,43,0,6,65,3112,2室2厅1厨1卫,中楼层,5,71.4,平层,1,板楼,南 北,1993,简装,混合结构,暂无数据,一梯三户,70年,暂无数据,101101714667,商品房,2017-06-18,普通住宅,暂无数据,非共有,655,91737,2017-07-31,,,,,,,,,,,,,,,,海淀
翠微路2号院,2017.07.31 ,405万,90000,405,89,4,115,161,11786,1室1厅1厨1卫,顶层,6,45,暂无数据,42,板楼,南,1996,简装,混合结构,集中供暖,一梯三户,70年,无,101101545111,已购公房,2017-05-04,普通住宅,满五年,非共有,405,90000,2017-07-31,,,,,,,,,,,,,,,,海淀
钢铁研究院,2017.07.31 ,485万,69684,520,97,2,42,136,6984,2室1厅1厨1卫,顶层,4,69.6,暂无数据,暂无数据,板楼,南 北,1985,简装,混合结构,暂无数据,一梯三户,未知,暂无数据,101101515884,已购公房,2017-04-26,普通住宅,暂无数据,非共有,485,69684,2017-07-31,,,,,,,,,,,,,,,,海淀
宝盛里,2017.07.31 ,466万,60441,470,12,0,45,97,5105,2室1厅1厨1卫,高楼层,6,77.1,暂无数据,70,板塔结合,南 北,2000,简装,钢混结构,集中供暖,一梯两户,70年,无,101101835190,私产,2017-07-19,普通住宅,满五年,非共有,466,60441,2017-07-31,,,,,,,,,,,,,,,,海淀
金沟河5号院,2017.07.31 ,300万,60976,330,25,0,1,14,448,1室1厅1厨1卫,高楼层,6,49.2,暂无数据,暂无数据,板楼,东 西,1993,精装,混合结构,集中供暖,一梯八户,70年,无,101101784534,央产房,2017-07-07,普通住宅,满五年,非共有,300,60976,2017-07-31,,,,,,,,,,,,,,,,海淀
小南庄社区,2017.07.31 ,680万,88175,750,47,0,53,55,5485,2室1厅1厨1卫,低楼层,18,77.12,平层,69,塔楼,西,1998,精装,钢混结构,集中供暖,两梯八户,70年,有,101101699580,已购公房,2017-06-14,普通住宅,满五年,非共有,680,88175,2017-07-31,,,,,,,,,,,,,,,,海淀
塔院小区,2017.07.31 ,398万,95904,425,82,3,95,148,5616,1室1厅1厨1卫,底层,6,41.5,暂无数据,41.5,板楼,南,1989,精装,混合结构,集中供暖,一梯三户,未知,无,101101571262,已购公房,2017-05-11,普通住宅,满五年,非共有,398,95904,2017-07-31,,,,,,,,,,,,,,,,海淀
双榆树北里,2017.07.31 ,540万,100000,550,2,0,34,15,310,2室1厅1厨1卫,底层,6,54,暂无数据,45,板楼,南 北,1985,精装,混合结构,集中供暖,一梯三户,70年,无,101101879545,商品房,2017-07-29,普通住宅,满两年,非共有,540,100000,2017-07-31,,,,,,,,,,,,,,,,海淀
厂洼小区,2017.07.31 ,808万,84697,830,162,6,40,118,9303,3室1厅1厨1卫,中楼层,14,95.4,平层,暂无数据,板塔结合,东北,2000,简装,钢混结构,集中供暖,三梯三户,70年,有,101101204822,已购公房,2017-02-20,普通住宅,满五年,非共有,808,84697,2017-07-31,,,,,,,,,,,,,,,,海淀
万寿路西街5号院,2017.07.31 ,870万,101636,895,79,0,22,0,23,3室1厅1厨1卫,中楼层,18,85.6,暂无数据,暂无数据,塔楼,东南,1995,毛坯,钢混结构,集中供暖,一梯六户,70年,暂无数据,101101582145,央产房,2017-05-14,普通住宅,暂无数据,非共有,870,101636,2017-07-31,,,,,,,,,,,,,,,,海淀
晾果厂3号院,2017.07.31 ,566万,99125,571,13,1,65,67,3525,2室1厅1厨1卫,底层,6,57.1,暂无数据,39.7,板楼,南 北,1994,精装,混合结构,暂无数据,一梯两户,未知,暂无数据,101101831844,央产房,2017-07-18,普通住宅,满两年,非共有,566,99125,2017-07-31,,,,,,,,,,,,,,,,海淀
建材城东二里,2017.07.31 ,435万,56708,455,86,3,128,197,9581,2室1厅1厨1卫,底层,6,76.71,暂无数据,1,板楼,南 北,2001,简装,混合结构,集中供暖,一梯两户,70年,无,101101555527,私产,2017-05-06,普通住宅,满五年,非共有,435,56708,2017-07-31,,,,,,,,,,,,,,,,海淀
华澳中心,2017.07.31 ,765万,71482,820,110,1,5,23,2396,1室1厅1厨1卫,中楼层,21,107.02,暂无数据,暂无数据,塔楼,西北,1998,精装,钢混结构,集中供暖,两梯八户,70年,有,101101464136,商品房,2017-04-12,公寓,满两年,共有,765,71482,2017-07-31,400,37377,2015-04-11,,,,,,,,,,,,,海淀
玉泉路16号院,2017.07.31 ,520万,71331,540,115,4,18,11,1127,2室1厅1厨1卫,中楼层,7,72.9,暂无数据,62,板楼,南 北,1986,简装,混合结构,集中供暖,一梯两户,70年,无,101101442749,央产房,2017-04-07,普通住宅,暂无数据,非共有,520,71331,2017-07-31,,,,,,,,,,,,,,,,海淀
翠微北里,2017.07.31 ,556万,96528,570,158,3,153,85,6051,2室1厅1厨1卫,中楼层,24,57.6,平层,暂无数据,塔楼,东南,1989,简装,钢混结构,集中供暖,两梯八户,70年,有,101101221253,已购公房,2017-02-23,普通住宅,满五年,非共有,556,96528,2017-07-31,,,,,,,,,,,,,,,,海淀
定慧东里,2017.07.31 ,490万,79805,500,57,1,35,107,4675,2室1厅1厨1卫,高楼层,16,61.4,暂无数据,47,塔楼,西南,1990,精装,钢混结构,集中供暖,两梯八户,70年,有,101101662797,商品房,2017-06-04,普通住宅,满五年,非共有,490,79805,2017-07-31,200,32574,2012-06-08,,,,,,,,,,,,,海淀
阜成路北三街5号院,2017.07.31 ,833万,104517,876,48,1,56,58,3769,3室1厅1厨1卫,底层,6,79.7,暂无数据,70,板楼,东 西,1995,简装,混合结构,集中供暖,一梯三户,未知,无,101101695421,已购公房,2017-06-13,普通住宅,满五年,非共有,833,104517,2017-07-31,,,,,,,,,,,,,,,,海淀
六建,2017.07.31 ,536.5万,87095,565,115,2,20,11,521,2室1厅1厨1卫,低楼层,6,61.6,暂无数据,暂无数据,板楼,南 北,1988,简装,混合结构,集中供暖,一梯三户,70年,无,101101443955,已购公房,2017-04-07,普通住宅,满五年,非共有,536.5,87095,2017-07-31,,,,,,,,,,,,,,,,海淀
中海馥园,2017.07.31 ,1250万,100774,1300,37,1,40,39,4308,2室1厅1厨1卫,低楼层,22,124.04,平层,99.85,板塔结合,南,2003,精装,钢混结构,集中供暖,两梯三户,70年,有,101101736348,商品房,2017-06-24,普通住宅,满五年,非共有,1250,100774,2017-07-31,,,,,,,,,,,,,,,,海淀
翠微东里,2017.07.31 ,452万,99123,480,16,0,9,26,845,1室1厅1厨1卫,低楼层,6,45.6,暂无数据,暂无数据,板楼,南,1988,其他,混合结构,集中供暖,一梯三户,未知,无,101101817871,已购公房,2017-07-15,普通住宅,满两年,非共有,452,99123,2017-07-31,,,,,,,,,,,,,,,,海淀
中海雅园,2017.07.31 ,908万,88327,920,23,1,13,24,2087,2室1厅1厨1卫,底层,19,102.8,暂无数据,暂无数据,塔楼,东南,未知,简装,钢混结构,集中供暖,两梯八户,70年,有,101101791032,商品房,2017-07-08,普通住宅,满五年,非共有,908,88327,2017-07-31,,,,,,,,,,,,,,,,海淀
东南小区,2017.07.30 ,680万,118882,700,30,0,48,38,484,2室1厅1厨1卫,底层,6,57.2,暂无数据,42.9,板楼,南 北,1986,简装,混合结构,集中供暖,一梯三户,70年,无,101101762773,已购公房,2017-07-01,普通住宅,满五年,非共有,680,118882,2017-07-30,450,78672,2014-07-20,,,,,,,,,,,,,海淀
翠微中里,2017.07.30 ,588万,91433,610,29,2,30,79,4301,2室1厅1厨1卫,中楼层,6,64.31,暂无数据,45.35,板楼,南 北,1993,简装,混合结构,集中供暖,一梯三户,70年,无,101101764833,已购公房,2017-07-02,普通住宅,满五年,非共有,588,91433,2017-07-30,,,,,,,,,,,,,,,,海淀
西山壹号院,2017.07.30 ,3015万,91135,3600,53,0,2,0,22,4室3厅1厨4卫,底层,6,330.83,暂无数据,暂无数据,板楼,南 北,2011,精装,钢混结构,集中供暖,一梯两户,70年,有,101101677739,商品房,2017-06-08,普通住宅,暂无数据,非共有,3015,91135,2017-07-30,,,,,,,,,,,,,,,,海淀
科源小区,2017.07.30 ,752万,104955,788,4,0,11,17,416,3室1厅1厨1卫,中楼层,4,71.65,暂无数据,50.63,板楼,南 北,1970,简装,混合结构,集中供暖,一梯两户,70年,无,101101866062,已购公房,2017-07-27,普通住宅,满五年,非共有,752,104955,2017-07-30,,,,,,,,,,,,,,,,海淀
大河庄苑,2017.07.30 ,480万,83975,530,55,2,34,16,1864,1室1厅1厨1卫,中楼层,18,57.16,暂无数据,42.08,板塔结合,西,2004,简装,钢混结构,集中供暖,五梯三十一户,70年,有,101101669458,商品房,2017-06-06,普通住宅,满五年,非共有,480,83975,2017-07-30,,,,,,,,,,,,,,,,海淀
熙湖,2017.07.30 ,1198万,70355,1260,9,0,15,42,1965,3室2厅1厨2卫,中楼层,12,170.28,暂无数据,146.02,板楼,南 北,2008,毛坯,钢混结构,自供暖,一梯两户,70年,有,101101846092,商品房,2017-07-22,普通住宅,满五年,非共有,1198,70355,2017-07-30,,,,,,,,,,,,,,,,海淀
海淀路小区,2017.07.30 ,448万,76844,510,50,3,13,23,1591,2室1厅1厨1卫,底层,6,58.3,暂无数据,暂无数据,板楼,南 北,1981,简装,混合结构,集中供暖,一梯三户,70年,无,101101690346,央产房,2017-06-11,普通住宅,暂无数据,非共有,448,76844,2017-07-30,,,,,,,,,,,,,,,,海淀
富力桃园C区,2017.07.30 ,550万,60673,575,8,0,2,0,暂无数据,2室1厅1厨1卫,低楼层,21,90.65,暂无数据,暂无数据,板塔结合,南,2009,其他,钢混结构,集中供暖,两梯四户,70年,有,101101852222,商品房,2017-07-23,普通住宅,暂无数据,暂无数据,550,60673,2017-07-30,,,,,,,,,,,,,,,,海淀
观景园,2017.07.30 ,836万,76271,860,27,0,8,34,2284,2室1厅1厨2卫,顶层,6,109.61,暂无数据,91.79,板楼,南 北,2011,精装,混合结构,集中供暖,一梯两户,70年,有,101101774553,商品房,2017-07-04,普通住宅,满五年,非共有,836,76271,2017-07-30,,,,,,,,,,,,,,,,海淀
昌运宫,2017.07.30 ,586万,87988,599,11,1,43,65,3576,2室1厅1厨1卫,中楼层,17,66.6,暂无数据,暂无数据,塔楼,南,1984,精装,钢混结构,集中供暖,两梯八户,70年,有,101101836970,已购公房,2017-07-20,普通住宅,满五年,非共有,586,87988,2017-07-30,,,,,,,,,,,,,,,,海淀
北蜂窝路5号院,2017.07.30 ,1233万,114231,1350,55,0,43,69,4100,3室1厅1厨1卫,低楼层,18,107.94,暂无数据,90.02,板塔结合,南 北,2009,其他,钢混结构,集中供暖,两梯四户,70年,有,101101668810,央产房,2017-06-06,普通住宅,暂无数据,非共有,1233,114231,2017-07-30,,,,,,,,,,,,,,,,海淀
北太平庄路,2017.07.30 ,527万,84456,561,56,0,40,149,5216,2室1厅1厨1卫,高楼层,14,62.4,暂无数据,43.8,塔楼,南,1985,精装,钢混结构,集中供暖,两梯八户,70年,有,101101665047,已购公房,2017-06-05,普通住宅,满五年,非共有,527,84456,2017-07-30,,,,,,,,,,,,,,,,海淀
永泰西里,2017.07.30 ,380万,63008,405,128,5,87,62,4395,2室1厅1厨1卫,高楼层,6,60.31,平层,60.31,板楼,东 西,1998,简装,混合结构,集中供暖,一梯两户,70年,无,101101385173,已购公房,2017-03-25,普通住宅,暂无数据,非共有,380,63008,2017-07-30,,,,,,,,,,,,,,,,海淀
交大东路48号院,2017.07.30 ,399万,92148,410,21,1,24,59,2530,1室1厅1厨1卫,高楼层,6,43.3,暂无数据,29.5,板楼,南,1984,精装,混合结构,集中供暖,一梯三户,70年,无,101101797503,商品房,2017-07-10,普通住宅,满五年,非共有,399,92148,2017-07-30,,,,,,,,,,,,,,,,海淀
永泰东里,2017.07.30 ,397万,69237,408,8,1,32,55,1836,2室1厅1厨1卫,低楼层,6,57.34,暂无数据,暂无数据,板楼,南 北,1998,精装,混合结构,集中供暖,一梯三户,70年,无,101101849697,商品房,2017-07-23,普通住宅,满两年,共有,397,69237,2017-07-30,245,42728,2014-02-10,,,,,,,,,,,,,海淀
宝盛北里,2017.07.30 ,397万,63673,410,15,1,31,91,3186,1室1厅1厨1卫,底层,6,62.35,暂无数据,53.67,板楼,南 北,2009,精装,混合结构,集中供暖,一梯两户,70年,无,101101821920,商品房,2017-07-16,普通住宅,满五年,非共有,397,63673,2017-07-30,150,24058,2012-06-08,,,,,,,,,,,,,海淀
志强北园,2017.07.30 ,585万,86284,630,25,0,68,62,2954,2室1厅1厨1卫,中楼层,6,67.8,暂无数据,47.5,板楼,南,1996,其他,混合结构,集中供暖,一梯三户,70年,无,101101780299,央产房,2017-07-06,普通住宅,满五年,非共有,585,86284,2017-07-30,,,,,,,,,,,,,,,,海淀
怡美家园,2017.07.30 ,890万,73652,960,67,1,46,94,5982,3室2厅1厨2卫,中楼层,9,120.84,平层,暂无数据,板楼,南 北,2001,精装,钢混结构,自供暖,一梯两户,70年,有,101101616363,私产,2017-05-24,普通住宅,满五年,非共有,890,73652,2017-07-30,,,,,,,,,,,,,,,,海淀
塔院小区,2017.07.30 ,563万,98255,590,7,0,3,0,暂无数据,2室1厅1厨1卫,底层,6,57.3,暂无数据,45,板楼,南,1989,精装,混合结构,集中供暖,一梯三户,70年,无,101101852472,已购公房,2017-07-23,普通住宅,满五年,非共有,563,98255,2017-07-30,,,,,,,,,,,,,,,,海淀
兰德华庭,2017.07.30 ,273万,86667,299,41,0,4,0,5,1室0厅1厨1卫,高楼层,13,31.5,平层,27.03,板楼,北,2005,其他,钢混结构,集中供暖,一梯六户,70年,有,101101718241,商品房,2017-06-19,普通住宅,暂无数据,非共有,273,86667,2017-07-30,暂无价格,其他公司成交,2016-02,,,,,,,,,,,,,海淀
供电局宿舍家属楼,2017.07.30 ,637万,74356,676,10,0,14,18,654,3室1厅1厨1卫,中楼层,6,85.67,暂无数据,85.67,板楼,南 北,1998,简装,混合结构,集中供暖,一梯两户,70年,无,101101841391,商品房,2017-07-21,普通住宅,满两年,非共有,637,74356,2017-07-30,,,,,,,,,,,,,,,,海淀
二里庄小区,2017.07.30 ,485万,87074,495,27,1,32,42,1920,2室1厅1厨1卫,高楼层,6,55.7,暂无数据,40,板楼,南 北,1992,精装,混合结构,集中供暖,一梯三户,70年,无,101101773916,已购公房,2017-07-04,普通住宅,满五年,非共有,485,87074,2017-07-30,,,,,,,,,,,,,,,,海淀
八里庄北里,2017.07.30 ,462万,84616,475,54,2,82,48,3375,2室1厅1厨1卫,低楼层,6,54.6,暂无数据,41,板楼,南,1997,简装,混合结构,集中供暖,一梯四户,70年,无,101101671181,已购公房,2017-06-07,普通住宅,满五年,非共有,462,84616,2017-07-30,,,,,,,,,,,,,,,,海淀
北无宿舍,2017.07.30 ,295万,82173,300,8,1,4,5,413,1室1厅1厨1卫,地下室,6,35.9,暂无数据,26.9,板楼,东,1994,简装,混合结构,集中供暖,一梯三户,70年,无,101101848468,已购公房,2017-07-22,普通住宅,满五年,非共有,295,82173,2017-07-30,,,,,,,,,,,,,,,,海淀
索家坟,2017.07.30 ,455万,78994,480,122,4,37,200,7941,2室1厅1厨1卫,中楼层,6,57.6,暂无数据,39.8,板楼,南 北,1994,简装,混合结构,集中供暖,一梯两户,70年,无,101101408333,已购公房,2017-03-30,普通住宅,满五年,非共有,455,78994,2017-07-30,,,,,,,,,,,,,,,,海淀
永泰东里,2017.07.30 ,345万,65790,355,108,3,13,179,5733,1室1厅1厨1卫,高楼层,6,52.44,暂无数据,43,板楼,南,2000,简装,混合结构,集中供暖,一梯三户,70年,无,101101469625,商品房,2017-04-13,普通住宅,满两年,非共有,345,65790,2017-07-30,168,32037,2014-09-20,,,,,,,,,,,,,海淀
青云北区,2017.07.30 ,520万,92363,560,106,4,76,100,7765,2室1厅1厨1卫,中楼层,6,56.3,平层,39.8,板楼,南,1984,其他,混合结构,集中供暖,一梯三户,70年,无,101101477828,央产房,2017-04-15,普通住宅,满五年,非共有,520,92363,2017-07-30,,,,,,,,,,,,,,,,海淀
皂君东里,2017.07.30 ,510万,93578,529,27,1,1,15,545,2室1厅1厨1卫,顶层,5,54.5,暂无数据,50,板楼,南,1988,精装,混合结构,集中供暖,一梯三户,70年,无,101101770294,已购公房,2017-07-03,普通住宅,暂无数据,非共有,510,93578,2017-07-30,,,,,,,,,,,,,,,,海淀
厂洼街7号院,2017.07.30 ,710万,97194,735,39,3,26,57,2406,2室1厅1厨1卫,底层,6,73.05,暂无数据,62,板楼,南 北,1998,精装,混合结构,集中供暖,一梯两户,70年,暂无数据,101101725053,商品房,2017-06-21,普通住宅,满五年,非共有,710,97194,2017-07-30,,,,,,,,,,,,,,,,海淀
花园路14号院,2017.07.30 ,510万,86441,540,68,2,63,192,7489,3室1厅1厨1卫,中楼层,5,59,暂无数据,41.6,板楼,东 南 北,未知,简装,混合结构,集中供暖,一梯两户,70年,无,101101612483,央产房,2017-05-23,普通住宅,满五年,非共有,510,86441,2017-07-30,,,,,,,,,,,,,,,,海淀
万泉庄小区,2017.07.29 ,668万,106880,695,28,1,24,22,1573,2室1厅1厨1卫,中楼层,6,62.5,暂无数据,47,板楼,南 北,1991,精装,混合结构,集中供暖,一梯两户,70年,无,101101768118,已购公房,2017-07-02,普通住宅,满五年,非共有,668,106880,2017-07-29,,,,,,,,,,,,,,,,海淀
万景公寓,2017.07.29 ,852万,73767,950,109,1,81,99,7441,2室2厅1厨1卫,低楼层,19,115.5,暂无数据,91.19,塔楼,东,2000,精装,钢混结构,自供暖,两梯八户,70年,有,101101462780,商品房,2017-04-11,普通住宅,满五年,非共有,852,73767,2017-07-29,,,,,,,,,,,,,,,,海淀
满庭芳园,2017.07.29 ,826万,94509,874,127,3,113,97,7093,2室1厅1厨1卫,高楼层,24,87.4,暂无数据,暂无数据,塔楼,东南,1999,简装,钢混结构,集中供暖,三梯十户,70年,有,101101386761,商品房,2017-03-25,普通住宅,满五年,非共有,826,94509,2017-07-29,,,,,,,,,,,,,,,,海淀
金沟河12号院,2017.07.29 ,416万,71478,430,8,0,4,10,627,2室1厅1厨1卫,高楼层,6,58.2,跃层,40.1,板楼,南 北,1990,简装,混合结构,集中供暖,一梯两户,70年,无,101101845073,商品房,2017-07-22,普通住宅,暂无数据,非共有,416,71478,2017-07-29,暂无价格,其他公司成交,2016-05,,,,,,,,,,,,,海淀
恩济里小区,2017.07.29 ,570万,82252,580,44,3,31,98,4905,2室1厅1厨1卫,高楼层,6,69.3,平层,53.1,板楼,南 北,1995,精装,混合结构,集中供暖,一梯两户,70年,无,101101702366,已购公房,2017-06-15,普通住宅,满五年,非共有,570,82252,2017-07-29,,,,,,,,,,,,,,,,海淀
润生园,2017.07.29 ,410万,54449,423,55,4,21,121,4861,2室1厅1厨1卫,低楼层,18,75.3,平层,58.97,板楼,东 南,2008,精装,钢混结构,集中供暖,四梯四户,70年,有,101101662377,一类经济适用房,2017-06-04,普通住宅,满五年,非共有,410,54449,2017-07-29,,,,,,,,,,,,,,,,海淀
竹园,2017.07.29 ,605万,75863,630,5,0,4,28,1045,3室1厅1厨1卫,中楼层,6,79.75,暂无数据,78,板楼,南 北,1995,精装,混合结构,集中供暖,一梯两户,70年,无,101101857333,商品房,2017-07-25,普通住宅,满五年,非共有,605,75863,2017-07-29,,,,,,,,,,,,,,,,海淀
橙色年代,2017.07.29 ,632.5万,66321,650,24,3,27,26,1242,2室1厅1厨1卫,高楼层,24,95.37,暂无数据,73.29,塔楼,西南,2004,简装,钢混结构,自供暖,两梯十一户,70年,有,101101779378,商品房,2017-07-05,普通住宅,满五年,非共有,632.5,66321,2017-07-29,,,,,,,,,,,,,,,,海淀
橡树湾,2017.07.29 ,969万,107548,1050,11,1,14,52,1944,3室2厅1厨2卫,顶层,11,90.1,暂无数据,70.75,板楼,东南,2009,精装,钢混结构,集中供暖,两梯六户,70年,有,101101833046,商品房,2017-07-19,普通住宅,满五年,非共有,969,107548,2017-07-29,,,,,,,,,,,,,,,,海淀
铁西小区,2017.07.29 ,365万,84687,385,5,0,3,9,181,1室1厅1厨1卫,中楼层,6,43.1,暂无数据,1,板楼,南,1990,其他,混合结构,集中供暖,一梯四户,70年,无,101101858125,商品房,2017-07-25,普通住宅,满两年,非共有,365,84687,2017-07-29,,,,,,,,,,,,,,,,海淀
当代城市家园,2017.07.29 ,415万,89750,430,10,0,3,14,621,1室0厅1厨1卫,高楼层,12,46.24,暂无数据,暂无数据,板塔结合,南,2002,精装,钢混结构,自供暖,两梯八户,70年,有,101101835960,商品房,2017-07-19,普通住宅,暂无数据,非共有,415,89750,2017-07-29,,,,,,,,,,,,,,,,海淀
北影小区,2017.07.29 ,785万,86550,820,55,3,19,16,837,2室2厅1厨1卫,中楼层,17,90.7,暂无数据,60.65,塔楼,东 东南,2000,简装,钢混结构,集中供暖,两梯九户,70年,有,101101662844,央产房,2017-06-04,普通住宅,满五年,非共有,785,86550,2017-07-29,,,,,,,,,,,,,,,,海淀
牡丹园东里,2017.07.29 ,595万,90016,620,5,0,5,15,589,2室1厅1厨1卫,高楼层,16,66.1,暂无数据,50,塔楼,东北,1994,简装,钢混结构,集中供暖,两梯八户,70年,有,101101854996,商品房,2017-07-24,普通住宅,满五年,非共有,595,90016,2017-07-29,,,,,,,,,,,,,,,,海淀
北土城西路167号院,2017.07.29 ,525万,81396,555,32,1,95,219,11280,3室1厅1厨1卫,中楼层,6,64.5,暂无数据,暂无数据,板楼,南 北,未知,简装,混合结构,集中供暖,一梯三户,70年,无,101101747342,央产房,2017-06-27,普通住宅,满两年,非共有,525,81396,2017-07-29,,,,,,,,,,,,,,,,海淀
稻香园,2017.07.29 ,855万,95106,880,141,3,47,116,5247,3室1厅1厨1卫,低楼层,16,89.9,暂无数据,63.9,板塔结合,南 北,1992,精装,钢混结构,集中供暖,两梯八户,70年,有,101101309248,商品房,2017-03-10,普通住宅,满五年,非共有,855,95106,2017-07-29,,,,,,,,,,,,,,,,海淀
普惠北里,2017.07.29 ,565万,92776,580,32,3,18,20,775,2室1厅1厨1卫,中楼层,5,60.9,平层,1,板楼,南 北,1981,简装,混合结构,集中供暖,一梯三户,70年,无,101101745211,已购公房,2017-06-27,普通住宅,满五年,非共有,565,92776,2017-07-29,,,,,,,,,,,,,,,,海淀
王庄路27号院,2017.07.28 ,456万,73906,500,106,7,39,55,4976,2室1厅1厨1卫,中楼层,6,61.7,暂无数据,1,板楼,南 北,1989,简装,混合结构,集中供暖,一梯十四户,70年,无,101101471720,商品房,2017-04-14,普通住宅,满两年,非共有,456,73906,2017-07-28,,,,,,,,,,,,,,,,海淀
教委计生委大院,2017.07.28 ,728万,122189,750,17,0,14,35,1330,2室1厅1厨1卫,底层,7,59.58,暂无数据,暂无数据,板楼,南 北,1995,精装,混合结构,集中供暖,一梯两户,70年,无,101101804619,央产房,2017-07-12,普通住宅,满五年,非共有,728,122189,2017-07-28,,,,,,,,,,,,,,,,海淀
永定路17号院,2017.07.28 ,115万,89844,118,2,0,3,0,暂无数据,1室0厅0厨0卫,顶层,6,12.8,暂无数据,9.6,板楼,北,1995,精装,混合结构,集中供暖,一梯四户,70年,无,101101865637,商品房,2017-07-27,普通住宅,暂无数据,非共有,115,89844,2017-07-28,70,54688,2015-01-06,,,,,,,,,,,,,海淀
都景苑,2017.07.28 ,717万,67016,750,22,3,45,52,4644,4室1厅1厨1卫,低楼层,24,106.99,暂无数据,暂无数据,塔楼,西北,2001,简装,钢混结构,集中供暖,三梯八户,70年,有,101101786148,商品房,2017-07-07,普通住宅,满五年,非共有,717,67016,2017-07-28,,,,,,,,,,,,,,,,海淀
东旭园,2017.07.28 ,451万,62639,475,65,3,95,120,4721,2室1厅1厨1卫,中楼层,6,72,暂无数据,暂无数据,板楼,南 北,1998,简装,混合结构,集中供暖,一梯两户,70年,无,101101618344,已购公房,2017-05-25,普通住宅,满五年,非共有,451,62639,2017-07-28,,,,,,,,,,,,,,,,海淀
