小区名,成交时间,成交价格,成交单价,挂牌价格（万）,成交周期（天）,调价（次）,带看（次）,关注（人）,浏览（次）,房屋户型,所在楼层,总共层数,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建成年代,装修情况,建筑结构,供暖方式,梯户比例,产权年限,配备电梯,链家编号,交易权属,挂牌时间,房屋用途,房屋年限,房权所属,成交价格（历史1）,成交单价（历史1）,成交时间（历史1）,成交价格（历史2）,成交单价（历史2）,成交时间（历史2）,成交价格（历史3）,成交单价（历史3）,成交时间（历史3）,成交价格（历史4）,成交单价（历史4）,成交时间（历史4）,成交价格（历史5）,成交单价（历史5）,成交时间（历史5）,成交价格（历史6）,成交单价（历史6）,成交时间（历史6）
三虎桥南路12号院,2017.08.23 ,336万,92562,344,13,1,7,34,1106,1室1厅1厨1卫,顶层,5,36.3,暂无数据,25,板楼,南,1980,简装,混合结构,集中供暖,一梯三户,70年,无,101101932960,商品房,2017-08-11,普通住宅,满两年,共有,336,92562,2017-08-23,暂无价格,其他公司成交,2014-03
逸成东苑,2017.08.23 ,746万,83858,807,101,3,63,182,8480,3室1厅1厨1卫,低楼层,17,88.96,暂无数据,暂无数据,塔楼,西南,2003,精装,钢混结构,集中供暖,两梯八户,70年,有,101101583488,私产,2017-05-14,普通住宅,满五年,非共有,746,83858,2017-08-23
塔院小区,2017.08.23 ,818万,87300,850,68,2,48,95,5961,3室1厅1厨1卫,中楼层,6,93.7,暂无数据,暂无数据,板楼,东 南 北,1989,精装,混合结构,集中供暖,一梯三户,70年,无,101101706743,已购公房,2017-06-17,普通住宅,满五年,非共有,818,87300,2017-08-23
龙翔路小区,2017.08.23 ,450万,69887,500,6,0,2,38,1186,2室1厅1厨1卫,底层,6,64.39,暂无数据,43.52,板楼,南 北,1999,简装,钢混结构,集中供暖,一梯两户,70年,无,101101960110,已购公房,2017-08-17,普通住宅,满五年,非共有,450,69887,2017-08-23
百旺新城,2017.08.23 ,640万,78576,760,188,1,52,65,5947,2室1厅1厨1卫,底层,6,81.45,平层,69.85,板楼,南 北,2009,精装,混合结构,自供暖,一梯两户,70年,无,101101181258,二类经济适用房,2017-02-16,普通住宅,满五年,非共有,640,78576,2017-08-23
车公庄西路45号院,2017.08.23 ,495万,87766,535,31,0,21,72,3565,2室1厅1厨1卫,高楼层,6,56.4,暂无数据,40.1,板楼,南 北,1979,精装,混合结构,集中供暖,一梯三户,70年,无,101101852767,商品房,2017-07-23,普通住宅,满五年,非共有,495,87766,2017-08-23
翠微路2号院,2017.08.23 ,375万,93985,389,109,3,40,139,6219,1室1厅1厨1卫,中楼层,5,39.9,平层,39.9,板楼,南,1985,精装,混合结构,集中供暖,一梯三户,70年,无,101101552988,央产房,2017-05-06,普通住宅,暂无数据,非共有,375,93985,2017-08-23
翠微北里,2017.08.23 ,835万,95538,850,75,0,38,157,8697,3室1厅1厨1卫,高楼层,24,87.4,暂无数据,60.7,塔楼,南,1989,简装,钢混结构,集中供暖,两梯八户,70年,有,101101681178,已购公房,2017-06-09,普通住宅,满五年,非共有,835,95538,2017-08-23
轮胎厂宿舍,2017.08.23 ,350万,52239,375,33,1,10,29,1359,2室1厅1厨1卫,低楼层,6,67,平层,暂无数据,板楼,南 北,2002,简装,混合结构,集中供暖,一梯两户,70年,无,101101843467,已购公房,2017-07-21,普通住宅,暂无数据,共有,350,52239,2017-08-23
京泉馨苑,2017.08.22 ,515万,59780,560,45,0,53,0,暂无数据,2室1厅1厨1卫,中楼层,5,86.15,平层,暂无数据,板楼,南 北,2005,其他,钢混结构,自供暖,一梯两户,70年,无,101101792846,二类经济适用房,2017-07-08,普通住宅,暂无数据,非共有,515,59780,2017-08-22
北三环中路43号院,2017.08.22 ,469.8万,79359,510,80,0,64,154,6763,2室1厅1厨1卫,高楼层,6,59.2,暂无数据,暂无数据,板楼,南 北,1992,简装,混合结构,集中供暖,一梯三户,未知,暂无数据,101101661821,商品房,2017-06-04,普通住宅,暂无数据,非共有,469.8,79359,2017-08-22
复兴路61号院,2017.08.22 ,584万,97334,630,10,0,6,22,591,2室1厅1厨1卫,中楼层,7,60,暂无数据,暂无数据,板楼,东 西,1995,简装,混合结构,集中供暖,一梯两户,70年,无,101101943812,央产房,2017-08-13,普通住宅,满五年,非共有,584,97334,2017-08-22
科普出版社,2017.08.22 ,460万,83485,548,67,4,5,32,1806,2室1厅1厨1卫,高楼层,9,55.1,暂无数据,暂无数据,板塔结合,南,1988,简装,砖混结构,集中供暖,一梯二十七户,70年,有,101101706472,商品房,2017-06-16,普通住宅,满五年,非共有,460,83485,2017-08-22
人济山庄,2017.08.22 ,1090万,92428,1180,57,0,47,88,10578,2室1厅1厨2卫,中楼层,26,117.93,暂无数据,99.38,塔楼,西,2001,精装,钢混结构,集中供暖,三梯八户,70年,有,101101744573,商品房,2017-06-27,普通住宅,满五年,非共有,1090,92428,2017-08-22
万寿路西街11号院,2017.08.22 ,578万,109367,600,30,0,23,42,2261,2室1厅1厨1卫,低楼层,6,52.85,暂无数据,50,板楼,南 北,1987,其他,混合结构,集中供暖,一梯三户,70年,无,101101855583,商品房,2017-07-24,普通住宅,满两年,共有,578,109367,2017-08-22,326,61685,2013-03-18
普惠南里,2017.08.22 ,453万,88841,460,59,2,35,45,2956,1室1厅1厨1卫,中楼层,20,50.99,暂无数据,45,塔楼,南,1987,其他,钢混结构,集中供暖,两梯十户,70年,有,101101736776,央产房,2017-06-24,普通住宅,满五年,非共有,453,88841,2017-08-22
水云居,2017.08.22 ,303万,86031,320,40,1,13,62,3134,1室0厅1厨1卫,顶层,14,35.22,暂无数据,29.61,板塔结合,北,2011,其他,钢混结构,集中供暖,两梯十户,70年,有,101101810990,商品房,2017-07-13,普通住宅,暂无数据,非共有,303,86031,2017-08-22
万寿路1号院,2017.08.22 ,511万,83909,530,40,1,14,25,1002,2室1厅1厨1卫,中楼层,5,60.9,暂无数据,50,板楼,南 北,1988,毛坯,混合结构,集中供暖,一梯三户,70年,无,101101811843,已购公房,2017-07-13,普通住宅,满五年,非共有,511,83909,2017-08-22
大河庄苑,2017.08.22 ,729万,104998,760,24,0,2,16,1297,1室1厅1厨1卫,低楼层,16,69.43,暂无数据,58.25,塔楼,西南,2003,精装,钢混结构,集中供暖,两梯八户,70年,有,101101882531,私产,2017-07-30,普通住宅,满五年,非共有,729,104998,2017-08-22
田村39号院,2017.08.22 ,420万,64398,460,17,0,21,70,2330,2室1厅1厨1卫,底层,6,65.22,平层,44.81,板楼,南 北,1998,毛坯,混合结构,集中供暖,一梯两户,70年,暂无数据,101101913030,已购公房,2017-08-06,普通住宅,满五年,非共有,420,64398,2017-08-22
人济山庄,2017.08.22 ,1195万,113615,1260,82,0,158,11,2009,2室1厅1厨1卫,高楼层,26,105.18,暂无数据,85.61,塔楼,东,2001,精装,钢混结构,集中供暖,三梯十二户,70年,有,101101649350,私产,2017-06-02,普通住宅,满五年,非共有,1195,113615,2017-08-22
双榆树东里,2017.08.22 ,559万,97557,580,34,0,9,6,586,2室1厅1厨1卫,中楼层,16,57.3,暂无数据,暂无数据,塔楼,南,1988,精装,钢混结构,集中供暖,两梯九户,70年,有,101101836524,已购公房,2017-07-20,普通住宅,暂无数据,共有,559,97557,2017-08-22
志新东路甲8号,2017.08.22 ,464万,78379,480,33,0,9,91,2712,2室1厅1厨1卫,底层,6,59.2,暂无数据,50,板楼,南 北,1991,精装,混合结构,集中供暖,一梯三户,70年,无,101101840279,已购公房,2017-07-20,普通住宅,暂无数据,非共有,464,78379,2017-08-22
八宝庄,2017.08.22 ,290万,63181,310,4,1,7,66,1973,1室1厅1厨1卫,低楼层,16,45.9,暂无数据,1,塔楼,东,1992,简装,钢混结构,集中供暖,两梯八户,70年,有,101101964789,私产,2017-08-18,普通住宅,满五年,非共有,290,63181,2017-08-22
尚品公寓,2017.08.22 ,615万,67964,660,37,3,4,5,826,2室1厅1厨1卫,中楼层,11,90.49,暂无数据,63.97,塔楼,东南,2005,其他,钢混结构,集中供暖,三梯十九户,70年,有,101101825480,商品房,2017-07-17,公寓,满两年,共有,615,67964,2017-08-22,暂无价格,其他公司成交,2015-05
交大东路34号院,2017.08.22 ,506万,89876,534,136,4,64,83,5584,2室1厅1厨1卫,底层,6,56.3,平层,暂无数据,板楼,南 北,1990,其他,混合结构,集中供暖,一梯三户,70年,无,101101450477,已购公房,2017-04-08,普通住宅,满五年,非共有,506,89876,2017-08-22
安宁里,2017.08.22 ,404.3万,67530,410,22,4,41,75,2667,2室1厅1厨1卫,高楼层,6,59.87,暂无数据,41.94,板楼,南 北,1995,精装,混合结构,集中供暖,一梯两户,70年,无,101101889956,商品房,2017-08-01,普通住宅,满五年,非共有,404.3,67530,2017-08-22
郦城三区,2017.08.22 ,710万,97208,725,71,1,32,37,3779,1室1厅1厨1卫,顶层,12,73.04,暂无数据,55.35,板塔结合,南,2003,其他,钢混结构,集中供暖,两梯四户,70年,有,101101692785,商品房,2017-06-12,普通住宅,满两年,非共有,710,97208,2017-08-22,暂无价格,其他公司成交,2014-01
玉海园三里,2017.08.22 ,600万,73171,620,3,0,3,0,暂无数据,2室1厅1厨1卫,高楼层,10,82,暂无数据,暂无数据,塔楼,东南,2000,其他,钢混结构,集中供暖,两梯八户,70年,有,101101971166,商品房,2017-08-19,普通住宅,暂无数据,暂无数据,600,73171,2017-08-22
定慧北里,2017.08.22 ,835万,78567,920,30,0,18,91,3525,3室1厅1厨1卫,中楼层,6,106.28,平层,暂无数据,板楼,南 北,1998,简装,混合结构,集中供暖,一梯两户,70年,无,101101850426,已购公房,2017-07-23,普通住宅,满五年,非共有,835,78567,2017-08-22
